Question,tot_time_spent,num students,average time to solve,num_success,num_failed,question_length,person_name_count,person_name_boolean,conjunction_phrase_count,preposition_phrase_count,math_symbols_count,Unnamed: 17,success_rate,Adding-Decimals,Addition,Algebraic-Manipulation,Area,Area-Concept,Area-of-Circle,Circle-Graph,Circumference,Combinatorics,Comparing-Fractions,Compounding_Interest,Congruence,Conversion-of-fractions-decimals-percents,Discount,Divide-Decimals,Divisibility,Division,Equation-Concept,Equation-Solving,Equivalent-Fractions-Decimals-Percents,Evaluating-Functions,Exponents,Finding-Percents,Fraction-Decimals-Percents,Fraction-Division,Fraction-Multiplication,Fractions,Increasing_Percent_(Sales_Tax),Inducing-Functions,Integers,Interpreting-Linear-Equations,Interpreting-Numberline,Isosceles-Triangle,Knowing_English_and_Metric_Terms,Least-Common-Multiple,Linear-Area-Volume-Conversion,Making-Sense-of-Expressions-and-Equations,Mean,Meaning-of-PI,Measurement,Median,Multiplication,Multiplying-Decimals,Multiplying-Positive-Negative-Numbers,Number-Line,Of-Means-Multiply,Ordering-Fractions,Ordering-Numbers,Order-of-Operations,Pattern-Finding,Percent-Of,Percents,Perimeter,Point-Plotting,Prime-Number,Probability,Properties-of-Geometric-Figures,Properties-of-Solids,Proportion,Pythagorean-theorem,Range,Rate,Rate-with-Distance-and-Time,Reading-graph,Reciprocal,Reduce-Fraction,Rounding,Scale,Scientific-Notation,Similar-Triangles,Slope,Square-Root,Statistics,Stem-and-Leaf-Plot,Substitution,Subtracting-Decimals,Subtraction,Sum-Of-Interior-Angles-more-than-3-Sides,Sum-of-Interior-Angles-Triangle,Supplementary-Angles,Surface-Area-and-Volume,Symbolization-Articulation,Transformations/Rotations,Transversals,Triangle-Inequality,Unit-Conversion,Venn-Diagram
What is the measure of angle b.   ,3343,71,47.08450704,71,0,34,0,FALSE,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
What should you add to 30 to get 180? 30 + ____ = 180   ,1418,72,19.69444444,71,1,56,0,FALSE,0,1,2,,0.986111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What should you add to 10 + 120 to get 180? 10 + 120 + ____ = 180   ,1996,71,28.11267606,71,0,68,0,FALSE,2,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What should you add to 55 + 70 to get 180? 70 + 55 + ____ = 180   ,3754,72,52.13888889,70,2,66,0,FALSE,1,1,4,,0.972222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What should you add to 45 to get 180? 45 + ____ = 180   ,2235,71,31.47887324,71,0,56,0,FALSE,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What should you add to 20 + 15 to get 180? 20 + 15 + ____ = 180   ,2959,71,41.67605634,69,2,66,0,FALSE,2,1,4,,0.971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What should you add to 100 to get 180? 100 + ____ = 180   ,793,71,11.16901408,71,0,58,0,FALSE,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The difference between two temperature readings was 7 degrees. Which of the following could be the two temperature readings?   ,18497,321,57.62305296,234,87,127,0,FALSE,0,2,0,,0.728971963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which of the figures above has the greatest area?   ,12079,328,36.82621951,324,4,52,0,FALSE,0,1,0,,0.987804878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Triangle ABC is shown above. Points B, C, and D are collinear. What is the degree measure of angle B?   ",29182,309,94.44012945,159,150,104,0,FALSE,1,1,0,,0.514563107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Represent the situation in the picture above with an equation. Use an x to represent the number of gold coins in each pouch and a number to represent the number of gold coins on each side.   ,16465,141,116.7730496,132,9,191,0,FALSE,1,6,0,,0.936170213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find the number of coins in each pouch in the picture above.   ,5058,131,38.61068702,128,3,63,0,FALSE,0,3,0,,0.977099237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Find the next two terms in the sequence shown below.1, 3, 7, 15, 31, __?_, _?__   ",19547,288,67.87152778,191,97,82,0,FALSE,0,1,0,,0.663194444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the figure above:distance yz equals distance zw anddistance xy equals distance yw anddistance yz equals 4 What is the value of distance xw?   ,22129,313,70.69968051,148,165,145,0,FALSE,0,2,0,,0.47284345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Write an equation in slope-intercept form of the line through the points (3, 2) and (5, 10).   ",6611,49,134.9183673,24,25,95,0,FALSE,1,3,1,,0.489795918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Write an equation in slope-intercept form of the line through the points (2, 2) and (3, 4).   ",4183,48,87.14583333,25,23,94,0,FALSE,1,3,1,,0.520833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Find the next term in the sequence shown below: 1, 4, 13, 40, 121, ___   ",29521,335,88.12238806,116,219,73,0,FALSE,0,1,0,,0.346268657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Look for a pattern in your answers for parts a through d. Predict the number of rectangles in the 7th figure, that is, in the figure made up of 7 small congruent rectangles. Here s a table of answers for parts a through d:   ",1559,9,173.2222222,3,6,225,0,FALSE,0,11,0,,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which equation states a rule for the pattern shown in the table above?   ,1072,9,119.1111111,9,0,73,0,FALSE,0,2,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What does x equal in the equation above?   ,392,12,32.66666667,4,8,43,0,FALSE,0,1,0,,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Write an expression for the number of rectangles in the nth figure, that is, in the figure made up of n small congruent rectangles. Here s a table of answers for parts a through e: Figure   ",3336,13,256.6153846,0,13,190,0,FALSE,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Which choice above is based on the following rule? First, square the input number. Then subtract the input number from its square.   ",719,9,79.88888889,6,3,133,0,FALSE,0,2,0,,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The ratio of boys to girls in Meg s chorus is 3 to 4. If there are 20 girls in her chorus, how many boys are there?   ",540,11,49.09090909,8,3,118,0,FALSE,0,4,0,,0.727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The table above shows the annual salaries of employees of a company based on years of employment. Based on the data in the table, what is the annual salaray of an employee who has just completed 10 years of service with this company?   ",651,8,81.375,7,1,236,0,FALSE,0,10,0,,0.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Write an expression using x that gives the value of y. xy -416 -11 00   ,995,12,82.91666667,6,6,72,0,FALSE,0,1,2,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molly formed three polygons--a triangle, a rectangle, and a pentagon--with string. She calculated the sum of the measures of the interior angles for each polygon and entered her data in the chart shown above. How many sides does an unnamed po   ",1611,14,115.0714286,1,13,245,0,FALSE,2,5,4,,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Let?s first work through an example, and then move on to the actual problem. What is 2/3 of 2 2/5? Step 1) We first must make 2 2/5 into an improper fraction so that we can work with it more easily. To do this, we rewrite the whole number   ",396,8,49.5,8,0,241,0,FALSE,1,5,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How many rectangles are there in figure 1?   ,183,6,30.5,6,0,45,0,FALSE,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There are 100 squares in the 10 by 10 grid above. What fraction of the squares are colored purple? (Make sure you reduce the fraction) 1,37213,414,89.88647343,404,10,136,0,FALSE,0,2,0,,0.975845411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There are 100 squares in the 10 by 10 grid above. What percent of the squares are colored green? 1,25159,404,62.27475248,397,7,98,0,FALSE,0,2,0,,0.982673267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Express 3/4 as a percent. 1,6343,188,33.7393617,185,3,27,0,FALSE,0,1,1,,0.984042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There are 100 squares in the 10 by 10 grid above. Express the fraction of pink squares as a DECIMAL. 1,11884,188,63.21276596,188,0,102,0,FALSE,0,3,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Express 7/10 as a percent. 1,7723,187,41.29946524,185,2,28,0,FALSE,0,1,1,,0.989304813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Express 50% as a fraction. Don't forget to reduce the fraction. 1,5883,190,30.96315789,186,4,65,0,FALSE,0,1,1,,0.978947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Express 2/5 as a decimal. 1,10335,189,54.68253968,185,4,27,0,FALSE,0,1,1,,0.978835979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Express 60% as a fraction. Don't forget to reduce the fraction. 1,11826,189,62.57142857,187,2,65,0,FALSE,0,1,1,,0.989417989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Express the decimal above as a fraction. 1,8196,189,43.36507937,187,2,42,0,FALSE,0,1,0,,0.989417989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There are 100 squares in the 10 by 10 grid above. What fraction of the squares are colored orange? (Make sure you reduce the fraction) 1,31841,414,76.91062802,408,6,136,0,FALSE,0,2,0,,0.985507246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The table above shows the annual salaries of employees of a company based on years of employment. Based on the data in the table, what is the annual salary of an employee who has just completed 10 years of service with this company? ",72365,627,115.414673,410,217,233,0,FALSE,0,10,0,,0.653907496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Write an expression that gives us the value of y using x. xy -416 -11 00< ,15679,213,73.61032864,111,102,74,1,1,0,1,3,,0.521126761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triangle ABC is an isosceles triangle in which line AC is congruent to line BC. What is the measure of angle ACB? ,43251,393,110.0534351,246,147,114,0,FALSE,0,2,0,,0.625954198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guenther drove 260 miles in 5 hours. He has 494 more miles to drive on his trip. If he continues at this same average rate of speed, what will his driving time be for the remainder of his trip? ",63091,802,78.66708229,512,290,194,0,FALSE,0,6,0,,0.63840399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The largest natural lake in Massachusetts is Assawompsett Pond which has an area of 2,656 acres. What is the area of the lake in square miles? Please round your answer to the nearest square mile. Note that there are 640 acres in 1 square mile. TextFieldQuestion",69327,437,158.6430206,426,11,261,1,1,0,6,0,,0.974828375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Which of the following fractions is equivalent to 0.2 x 0.6? ,29709,490,60.63061224,240,250,61,0,FALSE,0,2,0,,0.489795918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What is the correct choice? ,15334,205,74.8,138,67,28,0,FALSE,0,0,0,,0.673170732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Write an expression that tells how much money a shopper has left if x represents the amount the shopper started with and s represents the amount spent. ,17234,187,92.16042781,80,107,152,0,FALSE,1,1,0,,0.427807487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The regular price of a computer game is $49.95. Which of the following sale prices would result in the lowest price for the computer game? ,19570,258,75.85271318,97,161,139,0,FALSE,0,4,0,,0.375968992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which of the following could be used to solve this equation? (2/3)x + 9 = 15 ,20371,249,81.81124498,246,3,77,0,FALSE,0,1,3,,0.987951807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which of the following transformations will map triangle ABC onto triangle DEF? ,35779,373,95.92225201,368,5,80,0,FALSE,0,2,0,,0.986595174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
How does 80% of a number greater than 0 compare with that number? ,14420,371,38.86792453,148,223,66,0,FALSE,0,2,1,,0.398921833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How many rectangles are there in Figure 2? ,56001,592,94.59628378,375,217,43,0,FALSE,0,1,0,,0.633445946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kayla is assembling a bookcase. She has put a metal piece into a hole in a shelf as shown below. The instructions say to rotate the piece 90 degrees counterclockwise. How will the piece look after the rotation? ,33761,580,58.20862069,313,267,211,0,FALSE,0,3,0,,0.539655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
